#,Keyword,Project,Township,Location,BHK,Intent,Funnel,SEO_PPC,Priority,Status
818,"VTP Earth 1 Simplex sample flat video tour","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
819,"buy VTP Earth 1 Simplex flat","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
820,"buy VTP Earth 1 Simplex in Mahalunge","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
821,"VTP Earth 1 Simplex for sale","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
822,"VTP Earth 1 Simplex booking","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
823,"VTP Earth 1 Simplex ready possession","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
824,"VTP Earth 1 Simplex resale","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
825,"VTP Earth 1 Simplex rental yield","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
826,"VTP Earth 1 Simplex rent per month","VTP Earth 1","Township Blue Waters","Mahalunge","Simplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
827,"VTP Earth 1 Duplex","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
828,"VTP Earth 1 Duplex price","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
829,"VTP Earth 1 Duplex cost","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
830,"VTP Earth 1 Duplex all inclusive price","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
831,"VTP Earth 1 Duplex floor plan","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
832,"VTP Earth 1 Duplex floor plan PDF","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
833,"VTP Earth 1 Duplex carpet area","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
834,"VTP Earth 1 Duplex usable area","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
835,"VTP Earth 1 Duplex room dimensions","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
836,"VTP Earth 1 Duplex sample flat","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
837,"VTP Earth 1 Duplex sample flat video tour","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
838,"buy VTP Earth 1 Duplex flat","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
839,"buy VTP Earth 1 Duplex in Mahalunge","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
840,"VTP Earth 1 Duplex for sale","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
841,"VTP Earth 1 Duplex booking","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
842,"VTP Earth 1 Duplex ready possession","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
843,"VTP Earth 1 Duplex resale","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
844,"VTP Earth 1 Duplex rental yield","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
845,"VTP Earth 1 Duplex rent per month","VTP Earth 1","Township Blue Waters","Mahalunge","Duplex","Transactional","BOFU","SEO/PPC","P1","ACTIVE_LUXE"
846,"VTP Earth 1 floor plan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
847,"VTP Earth 1 floor plans","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
848,"VTP Earth 1 floor plan PDF download","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
849,"VTP Earth 1 apartment layout","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
850,"VTP Earth 1 flat layout","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
851,"VTP Earth 1 unit plan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
852,"VTP Earth 1 master plan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
853,"VTP Earth 1 master plan layout PDF","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
854,"VTP Earth 1 master layout diagram","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
855,"VTP Earth 1 tower plan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
856,"VTP Earth 1 typical floor plan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
857,"VTP Earth 1 carpet area details","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
858,"VTP Earth 1 built up area","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
859,"VTP Earth 1 saleable area","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
860,"VTP Earth 1 balcony area","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
861,"VTP Earth 1 room dimensions","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
862,"VTP Earth 1 vastu floor plan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
863,"VTP Earth 1 east facing flat","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
864,"VTP Earth 1 west facing flat","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
865,"VTP Earth 1 corner apartment","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
866,"VTP Earth 1 high rise floor view","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
867,"VTP Earth 1 maximum livable area MLA design","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
868,"VTP Earth 1 zero space wastage layout","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
869,"VTP Earth 1 brochure","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
870,"VTP Earth 1 brochure PDF","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
871,"VTP Earth 1 brochure download","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
872,"VTP Earth 1 official brochure 2026","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
873,"VTP Earth 1 price brochure","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
874,"VTP Earth 1 MahaRERA number","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
875,"VTP Earth 1 MahaRERA registration certificate","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
876,"VTP Earth 1 RERA details","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
877,"VTP Earth 1 legal approvals","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
878,"VTP Earth 1 project registration","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
879,"VTP Earth 1 construction update","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
880,"VTP Earth 1 construction status 2026","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
881,"VTP Earth 1 latest construction photos","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
882,"VTP Earth 1 drone video construction update","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
883,"VTP Earth 1 possession date","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
884,"VTP Earth 1 expected possession timeline","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
885,"VTP Earth 1 handover date","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
886,"VTP Earth 1 occupancy certificate OC status","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
887,"VTP Earth 1 completion status","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
888,"VTP Earth 1 reviews","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
889,"VTP Earth 1 customer reviews","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
890,"VTP Earth 1 construction quality reviews","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
891,"VTP Earth 1 ratings and feedback","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
892,"VTP Earth 1 complaints and resolution","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
893,"VTP Earth 1 pros and cons review","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
894,"VTP Earth 1 locality review Mahalunge","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
895,"VTP Earth 1 360 virtual tour walkthrough","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO","P1","ACTIVE_LUXE"
896,"VTP Earth 1 amenities","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
897,"VTP Earth 1 clubhouse","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
898,"VTP Earth 1 swimming pool","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
899,"VTP Earth 1 gymnasium and fitness center","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
900,"VTP Earth 1 sports facilities","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
901,"VTP Earth 1 kids play area","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
902,"VTP Earth 1 landscaped gardens","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
903,"VTP Earth 1 jogging track","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
904,"VTP Earth 1 multi purpose hall","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
905,"VTP Earth 1 5 tier security system","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
906,"VTP Earth 1 EV charging station","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
907,"VTP Earth 1 lifestyle amenities list","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
908,"VTP Earth 1 location","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
909,"VTP Earth 1 location map","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
910,"VTP Earth 1 address and direction","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
911,"VTP Earth 1 connectivity","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
912,"VTP Earth 1 near metro station","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
913,"VTP Earth 1 distance from Hinjewadi IT Park","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
914,"VTP Earth 1 distance from EON IT Park","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
915,"VTP Earth 1 distance from Pune airport","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
916,"VTP Earth 1 distance from Mumbai Pune Expressway","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
917,"VTP Earth 1 nearest schools and hospitals","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
918,"VTP Earth 1 near EON IT Park Kharadi","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
919,"VTP Earth 1 near Rajiv Gandhi Infotech Park Hinjewadi","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
920,"VTP Earth 1 near World Trade Center Kharadi","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
921,"VTP Earth 1 near Hinjewadi Phase 1 Metro Station","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
922,"VTP Earth 1 near Balewadi High Street","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
923,"VTP Earth 1 near Mumbai Pune Expressway","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
924,"VTP Earth 1 near Baner Pashan Link Road","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
925,"VTP Earth 1 near Phoenix Marketcity Viman Nagar","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
926,"VTP Earth 1 near Corinthians Club NIBM","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
927,"VTP Earth 1 near Chandani Chowk Bavdhan","VTP Earth 1","Township Blue Waters","Mahalunge","All","Informational","MOFU","SEO","P2","ACTIVE_LUXE"
928,"VTP Earth 1 under 50 lakhs","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
929,"VTP Earth 1 under 75 lakhs","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
930,"VTP Earth 1 under 90 lakhs","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
931,"VTP Earth 1 under 1 crore","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
932,"VTP Earth 1 under 1.25 crore","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
933,"VTP Earth 1 under 1.5 crore","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
934,"VTP Earth 1 under 2 crore","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
935,"VTP Earth 1 under 2.5 crore","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
936,"VTP Earth 1 under 3 crore","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
937,"VTP Earth 1 1 crore budget","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
938,"VTP Earth 1 2 crore budget","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
939,"VTP Earth 1 affordable luxury flat","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
940,"VTP Earth 1 all inclusive price sheet","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
941,"VTP Earth 1 stamp duty waiver offer","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
942,"VTP Earth 1 festival discount scheme","VTP Earth 1","Township Blue Waters","Mahalunge","All","Transactional","BOFU","PPC","P2","ACTIVE_LUXE"
943,"book VTP Earth 1 online Pune","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
944,"schedule site visit for VTP Earth 1","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
945,"download VTP Earth 1 price sheet PDF","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
946,"download VTP Earth 1 floor plan AutoCAD PDF","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
947,"view VTP Earth 1 sample flat photos","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
948,"check VTP Earth 1 construction progress live","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
949,"check VTP Earth 1 MahaRERA certificate online","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
950,"is VTP Earth 1 safe for investment","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
951,"what is the possession date of VTP Earth 1","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
952,"best tower in VTP Earth 1 with river view","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
953,"best tower in VTP Earth 1 with hill view","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
954,"VTP Earth 1 pre launch token booking","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
955,"VTP Earth 1 official sales desk enquiry","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
956,"VTP Earth 1 channel partner registration","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
957,"VTP Earth 1 customer care helpline number","VTP Earth 1","Township Blue Waters","Mahalunge","All","Commercial","MOFU","SEO/PPC","P1","ACTIVE_LUXE"
958,"VTP Monarque price","VTP Monarque","Township Blue Waters","Hinjewadi Phase 1","All","Transactional","BOFU","PPC","P1","ACTIVE_LUXE"
959,"VTP Monarque Pune price","VTP Monarque","Township Blue Waters","Hinjewadi Phase 1","All","Transactional","BOFU","PPC","P1","ACTIVE_LUXE"
960,"VTP Monarque Hinjewadi Phase 1 price","VTP Monarque","Township Blue Waters","Hinjewadi Phase 1","All","Transactional","BOFU","PPC","P1","ACTIVE_LUXE"
961,"VTP Monarque price list","VTP Monarque","Township Blue Waters","Hinjewadi Phase 1","All","Transactional","BOFU","PPC","P1","ACTIVE_LUXE"
